epoch,IoU_metric,loss,mean_absolute_error,mean_squared_error,val_IoU_metric,val_loss,val_mean_absolute_error,val_mean_squared_error
0,0.341623895986,1.24934709031,0.263706922003,0.116809843217,0.142477991581,1.43294706122,0.856895798206,0.747815045198
1,0.3895402346,1.16955860874,0.213416324088,0.0812034488746,0.143672707478,1.39803251394,0.848817329407,0.737549313863
2,0.401539353711,1.12374099513,0.202206004705,0.0772635259203,0.183640522321,1.32477265326,0.628827857176,0.471927765052
3,0.41036810657,1.08260769136,0.194734937225,0.0735382583482,0.277174808025,1.20006951078,0.363557073196,0.227641703129
4,0.418165108817,1.04505163874,0.188041081803,0.0756197077717,0.311305699348,1.13766536776,0.307559599002,0.161705937107
5,0.426818037953,1.0093272654,0.181578801819,0.0707933605271,0.432579979499,0.990502039274,0.178181175987,0.0703185599049
6,0.435003248283,0.976298941953,0.175074019943,0.0680154001713,0.412505742153,0.986834104538,0.194551519156,0.0792985338171
7,0.444022762435,0.944708480358,0.168812660234,0.0658587777019,0.439619611661,0.938272319953,0.174127027154,0.0708275391857
8,0.45160561129,0.916557124206,0.163596001182,0.0634551457039,0.459761280139,0.898562785308,0.158918628057,0.066266951402
9,0.460526314667,0.889112563201,0.157657719306,0.0615630438626,0.478466820319,0.862386662006,0.145718000333,0.060844307522
10,0.468369557823,0.864722748893,0.152325868743,0.0614970138371,0.462871042331,0.862340211868,0.156327619314,0.0730836629272
11,0.477920885631,0.840289512771,0.14656076232,0.0607010224717,0.479352112611,0.831816777388,0.146769742131,0.0601952626904
12,0.485814070633,0.819122943129,0.141715182645,0.0584757844635,0.493836939494,0.804794072946,0.136928781907,0.0620977124969
13,0.495585296461,0.797586958953,0.136228316937,0.0582848571113,0.478821927786,0.808821988583,0.147740402301,0.0661153642535
14,0.505977488041,0.776670660632,0.13069555894,0.0557056195055,0.513234661261,0.764317744255,0.125636595368,0.0588964859049
15,0.511750022888,0.761431284632,0.127282468217,0.0538176141552,0.474219176292,0.794555892626,0.148362889528,0.0815103167693
16,0.524004677159,0.740788477216,0.121091827137,0.0543229681253,0.529309468587,0.731410232703,0.117712146044,0.057624580125
17,0.534680387497,0.722302575384,0.115807772568,0.0524734018104,0.535779022376,0.717355424881,0.114124849717,0.0575161133409
18,0.544377956322,0.705229490757,0.111085715405,0.0525082792299,0.543565785885,0.702417964458,0.111618058642,0.057039471368
19,0.556940043245,0.68571208913,0.105489616496,0.0511790165348,0.553670380592,0.685574988365,0.105875652075,0.0563335478504
20,0.558187313965,0.678108671801,0.104258515911,0.0507294039854,0.570019055525,0.663343734423,0.0980839322607,0.0507104691466
21,0.564831395285,0.665813055447,0.101079461992,0.0509603128178,0.564338503679,0.663533901056,0.100984008074,0.0561076937914
22,0.567911075865,0.657498331479,0.0995744710905,0.0453320870314,0.571220815341,0.651730938117,0.0979720171491,0.0523537638585
23,0.582023159095,0.63866490112,0.094172209629,0.0451810528423,0.56093282334,0.657437660058,0.103834691743,0.0547177949548
24,0.591965018,0.62430135216,0.0902767888222,0.0431983787588,0.578828623295,0.635273935318,0.0957238517205,0.0503390549819
25,0.599888392925,0.612248166289,0.0871260007875,0.044361837617,0.530360695998,0.679747987429,0.119283094446,0.0597354715069
26,0.607287306854,0.600931349482,0.0842130051766,0.0405455945858,0.640706435204,0.565581069152,0.0709783600966,0.0346240617236
27,0.613613968372,0.590943584442,0.0819457421729,0.0383860650318,0.683767587344,0.519010640462,0.0566462380091,0.0222592709387
28,0.62317908362,0.577953592777,0.0785554002949,0.0371081599721,0.572558470885,0.626870611191,0.0993123892148,0.0511710785925
29,0.631104768617,0.56673536035,0.075936225244,0.03547857669,0.626347827752,0.569872275829,0.0765596920848,0.040684947898
30,0.638983686924,0.555722665787,0.0732845934289,0.0335826234413,0.641195101897,0.551932011604,0.0716110662818,0.0354991298219
31,0.644258995805,0.54743491309,0.0712218029244,0.0326800212562,0.663501862208,0.526727661451,0.0654998663664,0.0287306757967
32,0.651187576498,0.537685295173,0.0691139708587,0.0311678367555,0.69528578043,0.492204294682,0.0559639451106,0.0193975608076
33,0.657796109813,0.528419998169,0.0669981207848,0.0298659578264,0.613444261392,0.571490191936,0.0834720868866,0.0326168507189
34,0.667351998193,0.516390297549,0.0640891622816,0.029434882247,0.721463692506,0.461058777571,0.048785578688,0.017320347175
35,0.659388330391,0.52214109666,0.066105863171,0.0287128944759,0.663462306023,0.517009111563,0.063820327878,0.0313870331645
36,0.676932139329,0.502509776115,0.0611512909532,0.0281630686181,0.606010397116,0.572391073068,0.0844814800024,0.0490950087706
